Date,Close,High,Low,Open,Volume
2015-02-18,175.4933319091797,175.568493746276,174.83354402280722,175.10080310174652,80652900
2015-02-19,175.3680419921875,175.7355168383215,174.7500276997019,174.89200430050573,91462500
2015-02-20,176.42037963867188,176.49554148152302,174.32410590153324,174.95048007919007,140896400
2015-02-23,176.395263671875,176.395263671875,175.78558384457796,176.16976547898966,74411100
2015-02-24,176.89637756347656,177.09682184290352,176.01945136345066,176.3201114107849,72472300
2015-02-25,176.74610900878906,177.25556056048336,176.40368803687954,176.77116295857596,73061700
2015-02-26,176.53726196289062,176.81286806730637,175.92758206057135,176.65418460625375,72697900
2015-02-27,175.93592834472656,176.70427890541703,175.8858204647963,176.4370198876405,108076000
2015-03-02,177.04672241210938,177.10517736497545,175.9860587578701,176.03616664421617,87491400
2015-03-03,176.3201446533203,177.09685523187613,175.451578099273,176.61245768964434,110325800
2015-03-04,175.57687377929688,175.79402500761012,174.59973148273727,175.718850412785,114497200
2015-03-05,175.76890563964844,176.05285880094323,175.25945426503748,175.9025224108618,76873000
2015-03-06,173.29681396484375,175.33461950297456,172.96275291488652,174.9003299431404,188128000
2015-03-09,174.0150909423828,174.37420600458978,173.33860889972152,173.49729238994868,89818900
2015-03-10,171.19223022460938,172.7205847045743,171.150469398544,172.63707579605847,157121300
2015-03-11,170.79132080078125,171.62648618367015,170.7077991650474,171.45109584607403,110145700
2015-03-12,172.96279907226562,173.0296011051943,171.37597680247407,171.42608469897837,93993500
2015-03-13,171.90211486816406,173.65595475642573,170.85815800243182,172.68717247017292,162410900
2015-03-16,174.19883728027344,174.29070600333006,171.92718589525143,172.63708173192657,136099200
2015-03-17,173.68101501464844,174.06518399058984,172.8625436868168,173.4555167717876,94510400
2015-03-18,175.76890563964844,176.44538753598505,172.56186100190124,173.20494189133748,228808500
2015-03-19,174.96714782714844,175.77725926855788,174.57461907745056,175.35132951071256,117917300
2015-03-20,176.51161193847656,177.0233375653128,175.73983133415814,175.9243889569844,177715100
2015-03-23,176.16761779785156,177.09879000394582,176.16761779785156,176.51995149738752,71784500
2015-03-24,175.17776489257812,176.50320549492446,175.11065186959217,176.0418242627091,77805300
2015-03-25,172.61074829101562,175.62238614394974,172.56881385001589,175.38749695214722,159521700
2015-03-26,172.1996307373047,173.12240568412503,171.2348957650203,171.93957586319627,153067200
2015-03-27,172.59397888183594,172.77013937466884,171.88929850900175,172.08225325896274,118939000
2015-03-30,174.6995849609375,175.0015871564434,173.61741789399971,173.6341865489445,96180400
2015-03-31,173.17279052734375,174.57375402954722,173.11407463471537,173.8690737145078,126768700
2015-04-01,172.56040954589844,173.1644139569891,171.56212412199855,173.13924817323536,137303600
2015-04-02,173.1811981201172,173.63419503526615,172.308741601348,172.4932992187607,86900900
2015-04-06,174.34722900390625,174.86733885198038,172.14933223894963,172.2835454639215,114368200
2015-04-07,173.88584899902344,175.12740783303363,173.85229889021207,174.37240878003402,81236300
2015-04-08,174.47308349609375,174.91769607024838,173.7180843929444,174.11236540028912,89351900
2015-04-09,175.24481201171875,175.4797011207424,173.81031158164546,174.30525557562413,85548900
2015-04-10,176.201171875,176.24311910694954,175.2951782274796,175.49650446004057,72722900
2015-04-13,175.40423583984375,176.69613897600493,175.35390427878528,176.05857173460117,74436600
2015-04-14,175.7397918701172,175.9243494514993,174.57373049711114,175.20290057895969,75099900
2015-04-15,176.5283203125,177.04004576458834,176.12565509133924,176.20954954597534,99529300
2015-04-16,176.47802734375,176.98975290771818,175.99146756157538,176.1928066164233,68934900
2015-04-17,174.44786071777344,175.52164312723065,173.6592989607198,175.27836970029725,191113200
2015-04-20,176.04180908203125,176.37736136752486,175.2951943663837,175.3790760375075,92189500
2015-04-21,175.83204650878906,176.8890474929273,175.53004439896438,176.7296557126731,72559800
2015-04-22,176.69613647460938,176.88069406287684,175.24484154864248,176.17601381653802,78264600
2015-04-23,177.14077758789062,177.79511357901586,176.17604225702604,176.2934868502921,102585900
2015-04-24,177.5517578125,177.82020980667158,177.09876107295497,177.56015493762763,61327400
2015-04-27,176.81358337402344,178.24808406474068,176.62062865616187,178.12225516222117,79358100
2015-04-28,177.37559509277344,177.42592664090435,175.60552978069543,176.7883723637537,86863500
2015-04-29,176.6458282470703,177.24981985150023,175.83210044599775,176.4780392897562,125684900
2015-04-30,174.87574768066406,176.4612559111921,174.17106740004112,176.0669749353016,161304900
2015-05-01,176.77166748046875,176.8136147222452,175.56365860011232,175.664321739975,103399700
2015-05-04,177.2749481201172,177.86217090254632,177.09039055985423,177.19943799055753,70927200
2015-05-05,175.24481201171875,177.3923896950008,175.10220168127555,177.03165890582392,113326200
2015-05-06,174.5233917236328,176.10889986861423,173.4496091069522,175.79851338112798,135060200
2015-05-07,175.2196502685547,175.64749407022768,174.08715192408914,174.42270414456115,88244900
2015-05-08,177.52662658691406,177.72796562172573,176.82195916582037,176.90585363044977,155877300
2015-05-11,176.67930603027344,177.75308835490372,176.6038087106889,177.48464917399366,75708100
2015-05-12,176.15084838867188,176.6961368280068,175.00995275005405,175.84046189891876,119727600
2015-05-13,176.1844024658203,177.19107202579508,175.94951332850945,176.5619019507486,94667900
2015-05-14,178.0215606689453,178.113839448031,176.9309967707953,177.20783310805237,95934000
2015-05-15,178.21449279785156,178.35710312126986,177.72793315298549,178.21449279785156,76510100
2015-05-18,178.76821899414062,179.01987681644476,177.9796570162554,178.04677003570305,74549700
2015-05-19,178.70944213867188,179.16245169772975,178.4242214832628,178.88561536730464,72114600
2015-05-20,178.58363342285156,179.33863237252297,178.2648498305248,178.8101254274544,76857500
2015-05-21,179.10374450683594,179.3134678610594,178.27323541593185,178.44102433970878,64764600
2015-05-22,178.67593383789062,179.13731502937233,178.60882082082986,178.71786827311686,57433500
2015-05-26,176.75485229492188,178.60881250345636,176.335405558199,178.18096863967997,124308600
2015-05-27,178.43258666992188,178.66747574924105,176.8051317628571,177.21619405191302,93214000
2015-05-28,178.23130798339844,178.34035542753773,177.5350248839786,178.12224773876093,74974600
2015-05-29,177.12399291992188,178.20616002392984,176.85555362611,178.1642255846314,124919600
2015-06-01,177.48471069335938,178.1306494965811,176.6877515976322,177.79509720401137,93338800
2015-06-02,177.3085174560547,178.00480054521603,176.39412668132996,177.0232967594338,91531000
2015-06-03,177.7783203125,178.40749047759257,177.28337618808044,177.8454333328365,87820900
2015-06-04,176.2766876220703,177.7279697301205,175.9579040097073,177.06524952602194,151882800
2015-06-05,175.97467041015625,176.65417200954332,175.31193746224983,176.12566507646568,121704700
2015-06-08,174.8924560546875,176.0165827051473,174.81695873651702,175.8655752683116,89063300
2015-06-09,174.86734008789062,175.41262852003038,174.22978566314862,174.86734008789062,105034700
2015-06-10,176.9645538330078,177.3504504154082,175.58038489277226,175.63910077241104,134551300
2015-06-11,177.53506469726562,177.92094860244583,177.17433377668303,177.40922297127125,73876400
2015-06-12,176.176025390625,177.40919990210955,175.8991889900367,176.70453240997534,135382400
2015-06-15,175.42100524902344,175.70622594243684,174.31365977977444,175.0267243138058,124384200
2015-06-16,176.37734985351562,176.46124431966194,175.09384388456675,175.27000434277633,85308200
2015-06-17,176.66253662109375,177.2749379452244,175.63070144829896,176.66253662109375,126708600
2015-06-18,178.499755859375,178.96953416590893,176.69613997525389,177.266581404474,165867900
2015-06-19,177.70736694335938,178.3311724043753,177.32803117308862,178.25530782287396,130478700
2015-06-22,178.6177215576172,179.2078006569256,178.40697810338133,178.63458463552877,70696000
2015-06-23,178.74423217773438,179.08142955364133,178.3480461630363,178.8285347374023,68476800
2015-06-24,177.446044921875,178.8538101005264,177.42075672834193,178.47447433476637,92307300
2015-06-25,176.9065399169922,178.07827336688385,176.8306753372956,177.95183240072288,97107400
2015-06-26,176.87281799316406,177.51347362842807,176.31645204364472,177.26900395541367,104174800
2015-06-29,173.16372680664062,176.8812454327178,173.08786222964227,175.3807526614112,202621300
2015-06-30,173.52618408203125,174.7653567556345,173.04568278041484,174.7147675164425,182925100
2015-07-01,174.91708374023438,175.36385887691145,174.12468621850195,175.11096413509628,135979900
2015-07-02,174.7569122314453,175.56617281227895,174.3354252933104,175.3975806095771,104373700
2015-07-06,174.25958251953125,175.04354214835712,173.2564414233038,173.45875980949862,117975400
2015-07-07,175.35548400878906,175.4819249845422,172.05945203800184,174.46193347942804,173820200
2015-07-08,172.4134521484375,174.2932803592427,172.17742048352747,174.00667231796066,164020100
2015-07-09,172.72535705566406,174.79065352152926,172.61577918893985,174.5293207925428,144113100
2015-07-10,174.90020751953125,175.32169443663435,172.76748474801033,174.7400404329905,129456900
2015-07-13,176.83062744140625,176.94020529481128,176.1309576050445,176.17310886993573,106069400
2015-07-14,177.59779357910156,177.9097027715228,176.7295312051143,176.78854557167907,81709600
2015-07-15,177.53872680664062,178.10351775451872,177.05822552788376,177.6398795546903,97914100
2015-07-16,178.9633331298828,178.9633331298828,178.3563909892216,178.60084772179624,106683300
2015-07-17,179.1151123046875,179.17412665894074,178.54189615757733,178.9549451863001,89030000
2015-07-20,179.2078857421875,179.705237443257,178.88756428634167,179.34276470399928,70446800
2015-07-21,178.49977111816406,179.3343201332078,178.19629991839946,179.07298734951698,77965000
2015-07-22,178.17942810058594,178.51662545199858,177.7748041416545,177.8085174454139,88667900
2015-07-23,177.17625427246094,178.41542697745712,176.8137816570154,178.31427422203257,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.31858825683594,174.9592567306815,173.87181306468705,174.44504207482453,132361100
2015-07-28,176.45973205566406,176.60303607840157,174.32700906903648,175.16154501690565,123544800
2015-07-29,177.6736602783203,177.90125403132893,176.44291239377608,176.58621645177706,105791300
2015-07-30,177.7157745361328,177.88436675379202,176.53560328699484,177.15940864137184,91304400
2015-07-31,177.446044921875,178.24686773020483,177.15943681999087,178.22157953667175,103266900
2015-08-03,176.84754943847656,177.471354968889,175.88655937759356,177.41235346430102,113965700
2015-08-04,176.50192260742188,177.23530596429305,176.0129960819197,176.77166763297515,81820800
2015-08-05,177.08358764648438,178.12886737083278,176.79696665689912,177.4039090800275,85786800
2015-08-06,175.63365173339844,177.37860136075744,175.0435595971987,177.26901061613233,116030800
2015-08-07,175.2964324951172,175.62519182516738,174.38601907434085,175.4734626864189,117858000
2015-08-10,177.5050506591797,177.5893403459408,176.41760693902745,176.41760693902745,80270700
2015-08-11,175.90335083007812,176.57773247915713,175.13624154346627,176.15624555632778,126081400
2015-08-12,176.11410522460938,176.29956051118813,173.11312020580553,174.58832452728862,172123700
2015-08-13,175.89495849609375,176.64520484401035,175.34701767666365,175.95395998764815,89383300
2015-08-14,176.53561401367188,176.61147858681397,175.5577610839656,175.70106512082148,72786500
2015-08-17,177.5218505859375,177.5218505859375,175.4734304130114,175.93706857851717,79072600
2015-08-18,177.00765991210938,177.597739082864,176.77162824380753,177.24369158041122,71692700
2015-08-19,175.6083526611328,177.0329679391841,174.79066683904153,176.25743339031908,172946000
2015-08-20,171.94137573242188,175.58301604441758,171.88236138930534,174.0825236333636,194327900
2015-08-21,166.76553344726562,171.9161046534397,166.50421358805445,170.05312661598893,346588500
2015-08-24,159.7436065673828,166.4705368993585,153.758484764607,158.04923310193374,507244300
2015-08-25,157.86370849609375,164.75922806574653,157.56866251843223,164.7423649880277,369833100
2015-08-26,163.92477416992188,164.20294434615428,158.79105134152124,161.9184913895638,339257000
2015-08-27,167.9794464111328,168.10588737643758,164.55697374740646,166.08275475498033,274143900
2015-08-28,167.98788452148438,168.4599479788389,166.84143918386718,167.33036572548852,160414400
2015-08-31,166.63067626953125,167.86142402257073,166.07431031831769,167.00158690367365,163298800
2015-09-01,161.6571502685547,164.1860726234639,160.7804499823715,162.7951576106053,256000400
2015-09-02,164.72555541992188,164.7677066932402,162.2050584835331,164.0595987446753,160269300
2015-09-03,164.84359741210938,166.95103278464268,164.34624575125503,165.44210185476058,152087800
2015-09-04,162.34837341308594,163.4189540859261,161.5222624242337,162.56755490393905,207081000
2015-09-08,166.42837524414062,166.5801172752047,164.52325835315708,165.1723520306672,116025700
2015-09-09,164.20286560058594,168.14798978754095,163.83196792255612,168.02154885898076,149347700
2015-09-10,165.09645080566406,166.25132098396367,163.74768736054978,164.0090072231348,158611100
2015-09-11,165.8467254638672,165.91416493393467,163.9837470836985,164.7002801982473,119691200
2015-09-14,165.23129272460938,166.07426653898213,164.742366368742,166.0236901681613,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,113806200
2015-09-16,168.74655151367188,168.9404448205619,167.25449659708505,167.6001190699612,99581600
2015-09-17,168.36720275878906,171.03100383362946,167.9878670102975,168.6116724354983,276046600
2015-09-18,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500
2015-09-21,166.47166442871094,167.5054274681029,165.41246879894106,166.45471367833704,105726200
2015-09-22,164.31092834472656,164.77697708032574,163.1669917145864,164.28550868002444,153890900
2015-09-23,164.04820251464844,164.95486712985937,163.46352453595617,164.4803496195098,92790600
2015-09-24,163.45509338378906,163.92114212941362,161.4722819165534,162.81957589329278,159378800
2015-09-25,163.41273498535156,165.23454660944734,162.5314768295048,164.92949769852135,155054800
2015-09-28,159.3114471435547,162.61614434345344,158.99792946216863,162.50598389123434,178515900
2015-09-29,159.40475463867188,160.77748142581527,158.39639799336356,159.53186591450952,159045600
2015-09-30,162.3789825439453,162.54845131261396,160.52326914237352,161.31130473502003,163452000
2015-10-01,162.80258178710938,163.1076305942747,160.84519066181187,162.76021138313018,131079000
2015-10-02,165.2344970703125,165.25991672779887,160.25203732886376,160.8028267435443,211003300
2015-10-05,168.17486572265625,168.4036556253437,166.3615231127548,166.47168360842574,126320800
2015-10-06,167.59861755371094,168.60697374378728,166.9292116832075,168.0392465043394,110274500
2015-10-07,168.97132873535156,169.32721684211552,167.335924296331,168.5391687324277,124307300
2015-10-08,170.49661254882812,170.7847106650008,168.2765296551278,168.58157852214433,153055200
2015-10-09,170.59829711914062,171.08128363306977,169.96277970158891,170.64066753290442,107069200
2015-10-12,170.75927734375,170.96263461907054,170.24238938625447,170.67453652594412,56395600
2015-10-13,169.68316650390625,171.30162078316107,169.51369776248876,170.02210398674123,88038700
2015-10-14,168.86965942382812,170.20848415205293,168.57309242728266,169.62380613907015,99106200
2015-10-15,171.4626007080078,171.47106961872288,169.16625880002624,169.53909774564403,134142200
2015-10-16,172.24220275878906,172.25914058371873,171.09826602380645,171.8693637361388,114580100
2015-10-19,172.3268585205078,172.3268585205078,171.27614491075028,171.58966262596735,76523900
2015-10-20,172.10658264160156,172.72514927855775,171.63206506094286,171.88627460190554,78448500
2015-10-21,171.03892517089844,172.6827860206722,170.86944351681248,172.5302680475567,102038000
2015-10-22,173.92835998535156,174.14019907314267,171.0388846544009,171.9963885390671,174911700
2015-10-23,175.83494567871094,176.20778461385254,174.80965153670587,175.61463763959742,144442300
2015-10-26,175.40280151367188,175.71631929193788,175.02996257214767,175.65701105831423,69033000
2015-10-27,175.06387329101562,175.40281074862747,174.37750360545348,174.72492290376854,77905800
2015-10-28,177.05519104003906,177.08061070827046,174.73344181065153,175.4028479568083,135906700
2015-10-29,176.9534454345703,177.32628433378866,176.4280885836534,176.54671796707441,90525500
2015-10-30,176.1907958984375,177.47031223466286,176.0298090562554,177.14831269103558,131076900
2015-11-02,178.27529907226562,178.47018740931264,176.39416697135877,176.52127817957935,86270800
2015-11-03,178.79222106933594,179.351479461101,177.6906550360625,177.91944491080895,95246100
2015-11-04,178.24993896484375,179.21592499372377,177.70763124564155,179.0888266726748,96224500
2015-11-05,178.07191467285156,178.77522192733898,177.17371909688447,178.30917339368702,78408700
2015-11-06,177.97874450683594,178.21601621001548,176.63993268309713,177.72454791348895,110471500
2015-11-09,176.3179473876953,177.51272319183101,175.36043037634244,177.36019229382234,131008700
2015-11-10,176.7246551513672,176.7585566491961,175.5637809785719,175.83492831303786,75874600
2015-11-11,176.0298614501953,177.0466867652725,175.96207137190544,176.99584743896398,67846000
2015-11-12,173.57249450683594,175.4536268861299,173.55555668693853,174.97910933633207,121315200
2015-11-13,171.6235809326172,173.42845442679078,171.53885303984885,173.15730706844423,153577100
2015-11-16,174.23341369628906,174.29273484876464,171.318505697443,171.43714800239417,117645200
2015-11-17,174.1063232421875,175.43666608740781,173.60638606154694,174.54695219731732,121123700
2015-11-18,176.86871337890625,177.01276242807776,174.54696491273344,174.58932239276987,121342500
2015-11-19,176.71621704101562,177.139895330287,176.41963706667156,176.7501056151178,88220500
2015-11-20,177.3601837158203,178.04654039957754,176.97887588369227,177.47881310647423,94011500
2015-11-23,177.15682983398438,177.9279144232144,176.69078117260307,177.41950828049906,64931200
2015-11-24,177.39407348632812,177.80080095172923,175.7501999462227,176.1399766627558,98874400
2015-11-25,177.36868286132812,177.72457106801355,177.10599146458958,177.52120083720683,51980100
2015-11-27,177.5719757080078,177.77534586499593,176.9788289121639,177.4618152567688,37317800
2015-11-30,176.83485412597656,177.8516794784685,176.72469362849768,177.73305006950503,112822700
2015-12-01,178.5210723876953,178.63971471757006,177.19072932283675,177.47035853689528,97858400
2015-12-02,176.69921875,178.79218997027854,176.44500925890264,178.47019041957975,108441300
2015-12-03,174.22494506835938,177.2245809517698,173.4962180674719,176.95343363473123,166224200
2015-12-04,177.6228485107422,177.91942842940804,174.2249539233559,174.2249539233559,192913900
2015-12-07,176.54672241210938,177.71606552680555,175.57225473195692,177.2923872996871,102027100
2015-12-08,175.36045837402344,176.4959131964305,174.36905263240203,174.97068155063548,103372400
2015-12-09,173.99615478515625,176.82632197203586,173.01321828791583,174.71641287512068,162401500
2015-12-10,174.44529724121094,175.7671714543499,173.82673055011603,174.06398936121093,116128900
2015-12-11,171.06431579589844,172.979336623438,170.75078513276736,172.30993075011187,211173300
2015-12-14,171.9286651611328,172.05577642088608,169.42896554162738,171.2253704949728,182385200
2015-12-15,173.73348999023438,174.64863649768253,171.90319697533803,173.45386081326689,154069600
2015-12-16,176.27554321289062,176.58059202084652,173.53858577988444,174.86892854678104,197017000
2015-12-17,173.58941650390625,176.65684224962217,173.57246575718295,176.58905219236036,173092500
2015-12-18,170.4969940185547,172.97746729521324,170.33503599223735,172.8410932263137,251393500
2015-12-21,171.9033966064453,172.08240621497262,170.556603906149,171.6817774304156,99094300
2015-12-22,173.46328735351562,173.7616323624081,171.8011110342458,172.7984168258077,111026200
2015-12-23,175.6113739013672,175.65399648381717,174.38391636368922,174.4776808424448,110987200
2015-12-24,175.32151794433594,175.87558540757186,175.09989876299184,175.35562120705583,48539600
2015-12-28,174.9209442138672,174.9635537926362,173.83839297744396,174.62259912296264,65899900
2015-12-29,176.78770446777344,177.12013985286893,175.99497893661808,176.02906920401256,92640700
2015-12-30,175.53463745117188,176.62572086834837,175.38973108486047,176.54047570859566,63317700
2015-12-31,173.77867126464844,175.50052179108513,173.77867126464844,174.8527028931131,114877900
2016-01-04,171.34934997558594,171.35786928815816,169.27801244113945,170.8975792841612,222353500
2016-01-05,171.6392059326172,172.09949605260053,170.52256439482838,171.67329619808038,110845800
2016-01-06,169.47409057617188,170.5310577301432,168.43416204904273,169.06492941342293,152112600
2016-01-07,165.4081573486328,168.29779168842293,165.01604778041767,166.49922787768364,213436100
2016-01-08,163.59249877929688,166.94243533813776,163.3026860916041,166.37984858679297,209817200
2016-01-11,163.75440979003906,164.86253134430228,161.80242135735762,164.52156386252463,187941300
2016-01-12,165.07566833496094,165.83430326879198,162.92761823882827,165.21205535840036,172330500
2016-01-13,160.95860290527344,166.09857096980008,160.57502572263112,165.74908404505697,221168900
2016-01-14,163.6010284423828,164.7347213288217,159.96129197214566,161.57232649359372,240795600
2016-01-15,160.0891571044922,160.89893407415795,158.13716786154694,159.20266729705054,324846400
2016-01-19,160.30227661132812,162.0496985007417,158.7168127369871,161.92184375546682,195244400
2016-01-20,158.24795532226562,159.82489953363088,154.301354647592,157.71947181658118,286547800
2016-01-21,159.1344757080078,160.99270050296772,157.3870540112103,158.72532756164156,195772900
2016-01-22,162.399169921875,162.60373749471694,161.00123514558555,161.76838955691338,168319600
2016-01-25,159.9442596435547,162.0837779467476,159.74821137835497,161.88772968154788,130371700
2016-01-26,162.12640380859375,162.40769724170408,160.26817889521655,160.60913353781862,141036800
2016-01-27,160.36190795898438,163.28563174305725,159.4498343312359,161.5978845236991,185681700
2016-01-28,161.19735717773438,162.12647001383132,159.5351798547648,161.9219023473681,143798800
2016-01-29,165.1268310546875,165.2632180953378,161.85362011858456,161.97295552750754,210529300
2016-02-01,165.06715393066406,165.85989220967747,163.5243129544943,164.11247067614661,136061600
2016-02-02,162.0923309326172,163.63517231673978,161.56383427133702,163.62665300206604,182564900
2016-02-03,163.0640106201172,163.4731586972966,159.483935679986,163.15777507598986,205054900
2016-02-04,163.31976318359375,164.30001748867417,161.92182840589905,162.5611280848433,139531800
2016-02-05,160.20849609375,163.37942352504908,159.56919641819107,162.7997980623699,180788300
2016-02-08,158.05191040039062,158.64858743650686,155.81862791953398,158.35025542174068,191526700
2016-02-09,158.06044006347656,159.34757168986965,156.15959273587737,156.2959797835164,184513100
2016-02-10,157.92405700683594,160.5409166752713,157.7961892795048,158.89579190426616,148214100
2016-02-11,155.86976623535156,156.92674625123752,154.36101554486052,155.4265148730015,219058900
2016-02-12,159.0832977294922,159.10033635206136,156.80739298462422,157.65979235003914,127632400
2016-02-16,161.76837158203125,161.7939425257952,159.93571791050258,160.90745279328337,120250700
2016-02-17,164.41075134277344,164.78580904783834,162.81675609624756,162.9446237720172,136009500
2016-02-18,163.73733520507812,164.74317287705938,163.4219517094139,164.68349869864846,102343000
2016-02-19,163.66073608398438,163.8141617809015,162.33951399865572,162.9532427994976,114793000
2016-02-22,166.03038024902344,166.17528660906305,165.18650002770306,165.25469355123667,103640300
2016-02-23,163.9334716796875,165.63827061309564,163.8141232680286,165.3654965405902,111455300
2016-02-24,164.68360900878906,164.9649024527644,161.37630722672944,162.4929486819553,150812200
2016-02-25,166.67823791503906,166.6867702365774,164.368241924417,165.13539648077824,110728300
2016-02-26,166.2946014404297,167.6499134106207,166.13264346790692,167.55616195977393,129833700
2016-02-29,164.9904327392578,167.26633767242438,164.7943845108352,166.31165446627955,125918100
2016-03-01,168.8688201904297,168.95406532020857,165.74903573528408,166.22637724625224,141799700
2016-03-02,169.62750244140625,169.67864433093808,168.13580329933356,168.55348374148429,102415000
2016-03-03,170.2924041748047,170.30945580996314,168.86889829386118,169.44852382338163,95172200
2016-03-04,170.84646606445312,171.630685236254,169.65311168403827,170.48845975032867,129293600
2016-03-07,170.98277282714844,171.39193385675247,169.84056088431146,169.91727369989428,100219000
2016-03-08,169.11605834960938,170.41170925253874,168.95411336750453,169.90027734816604,123974900
2016-03-09,169.95144653320312,170.3009205050143,169.1416564596997,169.93439489834344,94801200
2016-03-10,170.08778381347656,171.39196696320923,168.24661085093794,170.44580303518114,156838700
2016-03-11,172.83253479003906,172.87515737051191,170.07076846496093,171.55393541536648,137964500
2016-03-14,172.61087036132812,173.0711602927289,171.9886224705105,172.32105770057274,73612000
2016-03-15,172.32958984375,172.63645415639417,171.37490665178285,171.6391483919464,93169100
2016-03-16,173.32688903808594,173.73605011049054,171.80109985114746,171.84372242201243,129303200
2016-03-17,174.42649841308594,174.9379302638817,172.84103496311133,173.24166373318866,134278500
2016-03-18,175.11195373535156,175.45466687275342,174.61501053455115,174.9320208403313,138372400
2016-03-21,175.3603973388672,175.59173586882045,174.61498916572134,174.8463276956746,72926700
2016-03-22,175.26611328125,175.84016478876904,174.41789396840218,174.5806741574322,97471900
2016-03-23,174.1094970703125,175.06910427533217,173.93812743484386,174.88060813525078,81052500
2016-03-24,174.03237915039062,174.06665830766948,172.85000969762902,173.0727719252698,84360900
2016-03-28,174.13519287109375,174.6664021133323,173.68109211750266,174.45220315131132,62408200
2016-03-29,175.74595642089844,175.85734406234323,173.41547071800352,173.72391773967098,92922900
2016-03-30,176.51708984375,177.24535849336394,176.14866081916028,176.75699164287784,86365300
2016-03-31,176.0886993408203,176.8512471788865,175.92590602589584,176.42284922326127,94584100
2016-04-01,177.2882080078125,177.47670415377777,174.76922594233838,175.0862493189171,114423500
2016-04-04,176.7141571044922,177.41673602870466,176.40571005278125,177.211100303008,63497000
2016-04-05,174.94918823242188,176.7227492646198,174.6921468016724,175.36044667741888,99662200
2016-04-06,176.85983276367188,176.91981476039405,174.76924838445458,174.94918130095138,91839800
2016-04-07,174.74349975585938,176.12294150860086,174.00665484929561,175.7630888435813,113859000
2016-04-08,175.21478271484375,176.37146254903058,174.67499704906731,175.93448822009935,95040600
2016-04-11,174.80348205566406,176.55991605315307,174.70923399510613,175.85733722469095,83757500
2016-04-12,176.431396484375,176.7141406783003,174.52930868790793,174.97484618200238,115350600
2016-04-13,178.2135772705078,178.29926210443284,177.21969072112609,177.35678122593808,96336400
2016-04-14,178.2221221923828,178.72764174267016,177.87084578623103,178.27354093165093,65212900
2016-04-15,178.02503967285156,178.35918952953867,177.69945306809643,178.2220990566242,75761600
2016-04-18,179.27598571777344,179.31025180267747,177.3567581214363,178.0250579032468,82531000
2016-04-19,179.84146118164062,180.09850257638064,179.01894440687462,179.7043837682919,88316100
