Date,Close,High,Low,Open,Volume
2015-01-02,46.81463623046875,47.1178283375579,46.708108091144354,46.99491101326688,19088
2015-01-05,46.31480026245117,47.05229520039247,46.31480026245117,46.89660255398596,8022
2015-01-06,45.90507125854492,46.44590202931445,45.90507125854492,46.38854142680241,25186
2015-01-07,46.5852165222168,46.74910533657418,45.855914580541516,45.855914580541516,11608
2015-01-08,47.6013069152832,47.64227832211049,47.019504810948945,47.17519740725984,3153
2015-01-09,47.12602996826172,47.70783520005402,47.06866937336808,47.53575028945512,14427
2015-01-12,47.011314392089844,47.48659152186761,46.790065017115886,47.22437073506551,5526
2015-01-13,47.57673263549805,47.71603606713999,46.9785412434291,46.9785412434291,3870
2015-01-14,46.60160827636719,47.32271722360331,46.44591561343001,46.95396815252124,13280
2015-01-15,47.74881362915039,47.87172786803396,46.97854043735733,47.421036073623995,3000
2015-01-16,48.07659912109375,48.19132348006875,47.24077210142424,47.421046985118075,18404
2015-01-19,47.95368194580078,48.281456430951316,47.89632133275146,48.117570751335535,7703
2015-01-20,48.19950485229492,48.51908624589031,48.15853343981933,48.34700443794178,23221
2015-01-21,48.65838623046875,48.65838623046875,48.00283434160436,48.48630131983349,17102
2015-01-22,49.52699661254883,49.62533175084313,48.420752877043604,48.71575204008988,21096
2015-01-23,50.44477844238281,51.05116290393168,50.231722076819075,50.24811126847157,14191
2015-01-26,50.37921905517578,50.5513008696977,50.24810865469454,50.24810865469454,17362
2015-01-27,49.772830963134766,50.41199372771463,49.38769282246828,50.41199372771463,9627
2015-01-28,49.88755416870117,50.26449616675579,49.87935801061566,50.190746373578285,6363
2015-01-29,49.42866134643555,49.879353093236006,49.158247548722514,49.82199249596603,2598
2015-01-30,49.42866134643555,49.740049678699805,49.33032934053245,49.740049678699805,2706
2015-02-02,49.43686294555664,49.44505597781788,48.969778832786155,49.44505597781788,11275
2015-02-03,49.49422073364258,49.953105536211076,49.49422073364258,49.51060679723293,16636
2015-02-04,50.10060501098633,50.10060501098633,49.723663030831815,49.838384231233775,11153
2015-02-05,50.21531677246094,50.23990211501027,49.84657101931552,49.84657101931552,3293
2015-02-06,50.584068298339844,50.62503970350898,50.04323762272085,50.19073718206401,3285
2015-02-09,50.264495849609375,50.346438674436946,49.99407890102526,50.23991362734478,3664
2015-02-10,50.395606994628906,50.58407799527097,50.19074680359383,50.362828613842865,3073
2015-02-11,50.46116256713867,50.52671620124761,50.31366298299561,50.31366298299561,4091
2015-02-12,50.551292419433594,50.7315703621791,50.510321012241796,50.55948857642275,26604
2015-02-13,50.920040130615234,50.961011536837155,50.657819379693436,50.788929755154335,24992
2015-02-16,51.01017761230469,51.0511490173318,50.854485022834496,50.98559539447198,2854
2015-02-17,51.01839065551758,51.182279465831236,50.8381157774997,51.01019762166547,3518
2015-02-18,51.313358306884766,51.3461366739571,51.19863714804876,51.231415515121085,1347
2015-02-19,51.35434341430664,51.56739973124538,50.96101228217125,51.14948325428292,9961
2015-02-20,51.411720275878906,51.62477352135644,51.33797047438307,51.47727391836477,9448
2015-02-23,51.71491241455078,51.78046605690938,51.62477342112879,51.76407686484004,3258
2015-02-24,51.99351501464844,52.001708046555564,51.78045867404339,51.93615441354361,17163
2015-02-25,51.886993408203125,52.20657483362037,51.84602199164786,52.20657483362037,5652
2015-02-26,52.55073165893555,52.55073165893555,51.952543428262736,51.952543428262736,7605
2015-02-27,52.567115783691406,52.649058593391814,52.386837851249126,52.649058593391814,3148
2015-03-02,52.624481201171875,52.690037955677816,52.2885106491242,52.608088886627286,9814
2015-03-03,52.23933792114258,52.747393340605086,52.23933792114258,52.67364043611485,5601
2015-03-04,52.6490592956543,52.6490592956543,52.370449362671714,52.370449362671714,6115
2015-03-05,53.042396545410156,53.075168670115815,52.755587313629064,52.755587313629064,4046
2015-03-06,53.25544738769531,53.50947824661962,53.107947817035964,53.3046180791392,1944
2015-03-09,53.1571159362793,53.18169815489366,52.771977839758634,53.09155918541709,9822
2015-03-10,52.9522590637207,53.34558708962321,52.9522590637207,53.34558708962321,15727
2015-03-11,53.63238525390625,53.73072037745567,53.22266495020388,53.59961313122547,4763
2015-03-12,53.992950439453125,54.0011465974556,53.67336904756115,53.75531187207557,4314
2015-03-13,54.025718688964844,54.11585765457928,53.96016194091151,54.03391484543041,11625
